JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3	L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	JL	Control_Fibro_1	Control_Fibro_2	Control_Fibro_3
ENSG00000005339	6695.129	6702.089	9599.748	5686.949	7200.267	7001.147	7307.196	10481.005	9031.95	6257.772	10869.879	9058.237	6328.209	7506.737	7755.153	7338.987	8755.325	6982.232	6487.497	6372.479	7079.078	2729.694	2760.604	3260.419	3580.446	2034.19	2051.542	2813.074	2653.197	5708.028	8934.848	4985	5516.888
ENSG00000005379	770.13	869.082	642.001	733.999	567.728	1259.129	550.163	1128	1074	405.002	2224.787	715.217	371	342.001	181.001	306.999	388	377.002	474.023	430.001	385	327.07	515	461.186	311.08	850.001	291.011	298.074	324.037	637.001	360.001	410	307.064
ENSG00000005381	16	21	7	17	5	6	4	47	88	1	26	19	3	8	1	18	20	26	3	6	1	5	3	0	8	0	0	8	2	2	2	0	0
ENSG00000005421	138	151	110	82	89	152	20	15	18	5	35	24	13	7	7	35	25	34	7	12	15	0	2	0	1	1	1	0	0	3	0	0	0
ENSG00000005436	1231.833	1785.068	1572	899	1499.437	2347.172	2497.843	2924.388	2247.139	1613.907	2416.444	2007.056	1310.023	1542.141	1737.913	1398.815	1708.867	1953	1616.115	1771.999	1813.999	566.369	718.999	719.351	887.878	645.002	713.251	901	761	894.999	1122.001	1089.017	789.18
ENSG00000005448	3061.191	2965.857	2124.265	2763.071	3010.129	3474.096	2639.369	3401.873	2399.802	2274.801	2889.981	2107.933	1680.475	2242.24	1570.321	1477.505	1712.185	1391.268	3252.797	2075.446	1900.905	1015.119	970.111	994.007	1241.564	1335.431	1172.537	1328.333	1165.241	508.998	1217.08	680	833.001
ENSG00000005469	373.999	450.018	306.999	328.925	491	582.054	436.001	804.001	694	329.001	713.18	445.001	255	279	139	309.019	433.011	269	337.001	302.042	292	326	337	465.515	419.226	257.243	296.002	365.001	445	1111.001	2168.392	1301	1146.026
ENSG00000005471	374.023	218.001	105.999	331.129	240	462	80.999	278.001	249	24	196.999	142.999	70.001	67	31	73	114	85	69	62.007	47	598.573	354.572	677.593	358.102	271.951	370.068	137.512	260.942	831.048	66	66	48
ENSG00000005483	5842.221	4529.053	4019.274	5148.091	4607.153	6186.754	4337.495	5889.856	4333.831	4239.619	7369.074	3758.818	4372.166	4704.116	3458.876	3204.553	3419.409	2741.282	5291.187	3386.02	4430.277	4174.659	4071.161	4407.183	4407.818	2175.6	3256.767	3844.231	3608.069	4458.535	7387.492	4041.851	4829.256
ENSG00000005486	6198.582	5524.037	4046.205	5512.35	3513.11	5776.65	2746.718	3839.999	3821.555	1870.186	4534.509	3243.113	2780.353	1710.892	2343.001	2185.541	2391.731	2938.78	2366.152	2825.217	2325.003	491.107	442.006	502	566.999	546.004	386.999	405.194	446	2649.803	3049.842	3666.358	1742.463
ENSG00000005513	1092.291	1457.97	1317	851.738	937	665	754	1029.057	808	2116.031	808.961	728.052	1735.008	1525.104	1472.465	1182.097	1146.099	1570.385	1613.205	1667.044	2551.732	0	2	5	6	3	3	1	5	17	40	34	63
ENSG00000005700	4964.82	5950.357	4555.64	3540.91	4697.16	4386.925	5049.006	7365.083	5580.905	3850.523	4730.297	5270.624	4436.311	4090.552	3682.336	5353.123	4646.638	5505.381	3977.334	3625.452	4567.672	2937.096	2650.986	2622.999	3058.337	1798.008	1780	2360.382	2377.799	5690.872	9299.675	7298.527	8961.586
ENSG00000005801	4941.334	5860.092	6107.198	3994.527	5754.102	6247.66	7230.722	10971.383	7813.569	6725.704	6246.644	7947.216	5920.63	5900.947	8139.678	6488.342	7093.316	6897.168	4756.341	5097.619	4984.701	862.289	1387.029	1738.176	1506.27	937.427	1436.659	1716.197	1405.294	864.126	1194.009	786.999	1045.38
ENSG00000005810	3532.979	3736.287	3150.114	2842.014	4063.872	3578.412	3965.138	7182.77	5343.535	2971.192	4214.314	4195.288	3433.12	4219.038	3279.61	4140.385	3931.169	3983.185	3119.069	2798.411	3883.737	10524.509	7511.553	9252.22	8128.999	5510.446	4591.638	6578.17	6740.782	8225.164	9588.693	6873.987	9479.77
ENSG00000005812	1074	1316.026	1284	795	1119	1157.01	1476.877	1667.168	1337	1197	1399.284	1285	1169.022	1242.042	1693.185	1434.016	1915.261	1684.337	1873	1568.01	1724.003	915.856	1079.626	1196.282	1261.249	795.548	756.035	1138.803	898.703	4972.646	10360.85	7272.333	6706.55
ENSG00000005844	14	15	11	32	25	22	4	11	8	3	40	15	3	24.016	1	17	13	12	1	3	2	5993.378	3448.912	6087.59	4936.169	779.963	3143.911	6632.208	3876.808	0	0	0	0
ENSG00000005882	1207.046	1374.324	1403.671	1019	1779.003	2289.094	1985.017	2805.296	2052.018	1425.002	2814.34	1911.604	1235.989	1374.265	829	950.048	1391.992	994.999	1169.027	1177	1218	74.654	64.732	195.541	114.552	52.994	160.976	100.093	181.04	2057.32	3941.759	2935.907	1748.663
ENSG00000005884	7409.166	7784.607	4958.999	5236.646	4348.019	4018.926	2703.55	4488.569	4049.972	3414.68	2855.163	3398.438	2719.04	2605.999	1656.398	4186.268	3673.322	3955.445	2896.869	2519.012	3118.514	179.128	113.245	229.168	261.246	60.063	284.948	306.44	249.189	2632.879	23447.306	16255.031	24230.778
ENSG00000005889	1041.001	947.015	1291.139	854.389	1168.001	1235.144	1408.328	1659.181	1383.784	1271.867	1395.007	1248.016	1382	1455.91	1264.001	2017.882	2625.688	2066.242	1312	1082.999	1147	997.154	1106.877	1121.167	1116.963	929.71	850.195	1087.743	1019.715	2768.474	3451.38	2784.14	2559.102
ENSG00000005893	7167.103	5733.811	4454	5596.19	5281.775	6715.054	6576.174	9478.737	7756.842	5791.556	7509.48	5801.019	6582.663	6494.703	4474.28	5211.043	4974.938	5737.343	5701.386	4703.941	5390.965	2118.597	2563.502	2913.964	2481.492	1526.031	1874.983	2031.914	2021.068	29696.311	21147.04	18763.341	15857.379
ENSG00000005961	860.179	1004.021	339.001	884.282	661	1008.569	401.19	1307.907	920.001	674.107	1237.329	693.074	894.998	823	378.001	473.003	493.382	435.006	959.001	645.135	610.003	6.717	13.487	6.653	21.869	5.016	21.222	22.288	7.2	8	0	2	9
ENSG00000005981	6	10	5	3	7	0	2	13	10	3	7	1	1	4	1	1	9	5	6	1	10	8	6	3	1	1	1	1	2	0	0	0	0
ENSG00000006007	8601.87	8264.754	6718.259	6963.536	7904.484	8759.129	7583.857	10967.06	8199.328	5727.363	6218.779	7294.911	7773.535	6091.435	6375.217	6167.285	6483.204	7447.068	6666.492	6348.147	7771.036	801.329	862	1122.475	982	655	591.999	955.021	844	7803.225	6845.08	7228.383	5037.984
ENSG00000006015	2997.799	2980.045	2852.489	2713.428	3052.58	2893.133	3609.468	4398.692	3214.756	3509.441	3318.015	3246.875	2990.969	2554.043	2468.002	2013.036	2001.003	2457.827	2664.473	2486.817	2903.673	476.914	543.962	533.275	498.188	611.702	470.911	544.516	683.087	1219.159	1902.984	1390.129	1046.118
ENSG00000006016	1397.276	458	276	1225.029	542	804.018	599	690.001	870.332	3362.996	365.999	311	3051.229	2886.09	1914.331	1245.013	1527.816	2118.097	4851.381	3654.362	5024.033	40.397	33.951	59.176	56.244	89.738	66.548	76.65	76.258	1285.021	2218.32	4040.158	717.329
ENSG00000006025	605.001	988	882	578.999	1065	1271	894.011	1891.158	1136.999	1027.026	1215.006	1167.001	897	1275.254	894.6	733.015	801.001	807.413	811	676.994	993.999	548.001	683	634	673	689.001	779.755	570.206	679.106	427	460	558.001	319.01
ENSG00000006042	7356.582	7400.809	7387.859	5733.468	5527.4	5928.325	4010.649	6075.041	6282.666	4668.254	7054.739	5333.461	6732.372	4207.343	6058.41	4817.153	5969.655	6202.845	4868.302	5977.668	6038.525	7.444	5.84	42.136	19.54	2	7.608	19.93	16.003	8850.18	8454.235	8941.767	4803.013
ENSG00000006047	2723.16	2584.116	1586	2247.974	1809.056	3687.51	1364.545	3069.015	2641.968	1462.001	4271.756	1814.5	2646.222	1671.122	1084.6	1098.375	1295.034	1028.095	1914.094	1788.185	1678.099	2	0	1	2	1	2	2	1	0	2	0	1
ENSG00000006062	1268.39	1519.109	1445	1009.067	944.228	512.091	1101.016	1328.117	1100	415	1528	991.143	295	297.007	282	679	806.02	463.001	346	240	387.001	1449.914	1145.064	1255.9	1533.061	1304.643	1344.909	1688.972	1274.546	347	1343.039	808.124	943.541
ENSG00000006071	157	205.001	108.979	91	139.001	241	67	190	174	44.999	174.001	108.999	44.999	37.001	38	133	163.99	81.999	44.999	83	77.001	0	1	1	1	3	0	1	2	0	0	0	0
ENSG00000006116	26	4	3	22	0	0	0	3	0	0	9	7	2	4	1	1	0	4	0	1	1	1	0	1	3	0	1	1	21	0	0	0	0
ENSG00000006118	4279.001	6209.878	7069.247	3970.032	6137.648	8061.072	7806.314	9030.556	7058.919	7595.683	9775.52	8376.529	5704.907	4373.325	5551.304	4241.824	4645.654	4921.956	5868.47	6035.113	6940.311	198.23	587.282	611.999	329.089	187.001	218	451.011	125.003	2244.885	461.031	107.033	633.002
ENSG00000006125	34589.718	32960.231	24727.448	27597.042	28609.69	27157.28	26935.516	38731.387	28868.566	23562.7	29067.767	30071.566	28456.476	26970.779	25325.714	26082.27	27139.229	28757.784	26401.729	22976.72	28693.8	5118.04	4816	5892.002	5203.569	3998.992	3385.018	4971.195	4559.285	20546.499	34151.515	20207.196	19849.36
ENSG00000006128	843.012	1137.214	710.486	501	164.001	117.001	96.999	185	212.931	24	133.001	339	36.999	49	17	211.056	138	168.999	15	15	20	1	0	6	7	33	0	1	0	31	3	0	0
ENSG00000006194	3772.662	3937.959	4051.628	3183.451	3530.125	4126.205	3753.685	5142.445	3769.967	3264.089	4017.155	4094.041	3487.104	3352.67	4341.885	3015.506	3345.35	3737.282	2401.165	2874.468	3018.194	853.736	1003.915	1127.692	1122.083	775.166	909.487	995.503	975.345	1875.527	2102.768	2031.487	1575.103
ENSG00000006210	300.054	456.04	437	257	445.012	705.124	292	759	686	69	1091.317	498.002	31	23	44.005	168	195.001	226	35	81	32	93.238	59.661	18.452	128.044	12.027	18.091	21	10.935	1	3	1	0
ENSG00000006282	3296.337	3374.808	2679.697	2835.231	3750.442	4018.845	981.544	1512.672	1085.602	1006.096	1815.005	1115.933	2034.841	2288.642	2020.551	1308.129	1678.257	1983.04	2532.517	2329.337	2862.002	701.999	209.999	1400.952	1227.867	1821.006	522.004	1128.532	1469.051	6407.028	8348.376	6508.899	4781.096
ENSG00000006283	603.034	417.001	305.999	523.001	282	663.999	327	721.001	665.999	743.021	950.785	594	999.089	453	249	376.001	418	516.001	484.001	499.309	627.605	7	9	7	23	7	12	8	13	668.009	186	17	49
ENSG00000006327	8314.18	7003.99	8286.995	7361.681	4911.003	4615.532	5320.764	6567.603	6396.233	6099.854	6369.753	4953.359	6583.652	5086.904	5882.641	6177.53	5044.687	7543.543	4846.524	4568.021	5470.212	25	18	52	38	4	6	17	19	3487.021	20860.403	16035.211	12564.941
ENSG00000006377	8	3	11	6	17	0	0	10	4	3	24	2	4	1	4	1	5	1	1	0	1	0	0	0	0	1.001	0	1	0	0	1	0	0
ENSG00000006432	3527.478	3187.781	2119	3259.264	2699.238	2449.116	2214.11	3088.336	2330.2	2301.292	2698.976	2213.123	2378.167	2956.911	2184.05	2284.353	2069.45	1950.012	2711.442	1792	2652	929.886	818.859	826.357	1006.944	776.82	450.599	789.835	744.43	7	12	4	15
ENSG00000006451	12980.102	11680.904	8907.502	10168.159	9616.12	9760.265	10246.636	14421.33	11608.32	9673.953	8207.716	8945.287	9973.85	10559.856	9079.526	9523.169	9731.178	10216.19	9125.647	7974.677	9307.872	1236.458	1383.768	1477.385	1403.076	723	1082	1298.734	1587	11792.643	11102.948	10633.184	5726.74
ENSG00000006453	6458.005	6234.77	5152.385	5591.697	5677.157	6047.469	5567.429	9140.029	6897.373	4127.752	6806.799	6007.367	4175.251	4165.061	3397.895	5263.536	5429.733	4461.501	4293.131	3700.542	4441.351	451.848	173.789	371.347	585.496	1458.52	1566.697	1070.847	1246.995	112	922.159	1267	962.185
ENSG00000006459	3368.602	2692.85	1339	2750.108	1839	1954	1937.075	3010.033	2072.009	2555.201	2063	1564.005	2723.055	3616.091	1960.544	2179.069	2068	1688	3447.09	1831	2775.105	81	111	80	283.017	72	103	175	86	1972.418	1230.127	1329.02	1180.06
ENSG00000006468	9722.441	9190.35	8514.708	8067.564	9087.169	9616.47	10207.983	11836.936	8844.771	6504.706	5659.366	8598.77	6693.971	6462.385	6911.056	8235.123	7984.445	7266.489	6948.643	5904.576	7130.389	1	3	2	3	6	4	3	2	2282.25	5325.01	579	1106.492
ENSG00000006530	5387.841	4847.034	3306.644	4926.478	4258.303	4971.114	4986.639	6650.017	5361.733	4781.156	4157.572	4173.372	4655.347	3699.733	3643.52	3724.529	3381.717	4515.381	4336.244	3681.481	4507.591	1807.761	1411.688	1837.77	1682.59	1205.169	1465.339	1683.533	1406.037	1297.447	2198.48	1513.027	1751.418
ENSG00000006534	21	31	8	8	34.001	29	14	37.999	29	4	61.027	18	10	16	3	18	31	23	2	11	0	19.942	15.657	47.895	19.135	9.376	24.207	26	25.293	2620.999	6197.11	4481.201	3681.095
ENSG00000006555	93	111	59	71.001	65	100	57	224	225	26	170	123.999	61.999	68	20	65	87.999	100.001	40	69	47	62.194	38.138	73.999	100.815	41	44.767	74	28	0	0	0	5
ENSG00000006576	4432.421	2916.278	2567.337	3707.362	3366.147	2976.605	3647.323	4938.224	3668.245	3303.017	3460.129	2778.165	3543.168	3859.056	2446.044	2977.417	2888.241	2572.054	3557.16	2287.275	3077.055	1824.358	1908.999	2092.232	2092.531	1067.019	1510.084	2011.789	1237.008	3508.027	8142.67	4526.352	5286.122
ENSG00000006606	56	89	92	44	31	93	73	140.195	162	91	122	149	51	121	102	134	253	132	72	80	44	0	0	0	1	0	0	0	0	2	34	54	22
ENSG00000006607	2894.075	3790.84	2692	2170.869	2935.916	2440.134	3150.875	4339.035	3165.041	2256.034	3481.148	3269.924	2617.012	2428.296	2734.186	2629.43	2267.381	2475.991	2573.001	2169.092	2743.018	1351.551	1271.596	1342.785	1553.516	1088.28	1382.082	1601.018	1250.426	3123.155	4213.963	2964.234	4109.247
ENSG00000006611	319.999	392.114	93.001	316	281	491.999	122.001	375	300.261	82.001	334.137	173.999	120	107.001	61	84	89.999	105	80.001	68	73	0	2	0	2	0	2	0	0	0	0	0	0
ENSG00000006625	9997.603	10166.275	8230.426	8382.594	8175.271	8123.614	7836.586	11661.477	9767.918	6874.816	8035.605	8117.667	8710.62	6601.999	6714.731	7719.876	7600.785	8773.799	7008.356	7024.335	8061.456	609.864	977.575	951.981	1002.766	845.083	908.522	1506.865	929.83	2640.503	2169.7	1376.477	1253.865
ENSG00000006634	6432.925	7136.086	6962.419	4870.51	7609.907	6697.623	9170.742	10564.958	8249.097	6532.32	7506.217	8063.982	6047.642	5451.822	5644.626	5950.441	5599.339	6103.979	5070.603	5088.941	5979.214	1190.129	1307.742	1610.52	1522.635	960.135	979.81	2083.511	1368.2	666.87	2188.912	490.143	1160.82
ENSG00000006638	74	81	62	48	73	141	40	85	106	19	99	72	58	58	26	40	60	53	39	30	26	6.84	25.766	37.453	14.518	7.214	10.483	4.234	14.219	112	307	236.253	209
ENSG00000006652	9611.664	7920.862	7697.955	7076.127	5163.806	3532.179	5299.153	5258.336	4672.735	3057.432	4241.077	5871.782	3337.257	2398.716	2809.299	3200.719	3045.14	2449.672	2072.263	2144.354	2272.968	1179.742	1204.028	1279.931	1326.742	854.17	1275	1039.93	1039.849	5421.002	4526.524	4533.251	3958.086
ENSG00000006659	63.999	54.999	35.999	69.999	61	109.999	0	1	1	0	0	0	1	8	2	15	20	38	31	17	13	338	71	62	179	19	175	79	30	0	0	0	0
ENSG00000006695	3485.405	2804.025	2685.941	3034.134	2776	2535.765	3244.011	4419	3309.019	2731.97	2461.09	3007.014	2877	2729.01	2612.355	2353.405	2507.197	2884.196	2109.427	2283.696	2927.482	599.585	744.255	863.554	692.111	450.933	534.96	721.055	650.576	834	1429.092	873.045	866
ENSG00000006704	5423.402	5356.642	3869.297	4464.844	4963.087	6057.13	4225.22	6748.263	4968.57	4326.042	7634.222	4571.571	4812.826	4002.942	3656.209	3197.426	3264.263	3606.176	3659.037	3721.383	4636.692	78.08	223.156	293.174	183.999	108.849	330.187	321.202	161.084	1181.355	1968.717	2101.001	1186.513
ENSG00000006712	2400.834	2562.018	3770.463	1975.258	2630.034	2694.086	4451.586	5219.769	3465.451	3725.885	3479.76	3989.811	3435.763	2931.022	3655.441	3629.357	4285.643	3862.238	2999.326	2945.48	3454.272	1103.67	1396.972	1726.977	1581.73	1075.095	1152.194	1628.472	1239.017	4097.092	7284.62	3192.006	3802.847
ENSG00000006715	4319.093	4807.156	4732.533	3363.01	4585.388	3707.196	5825.629	6601.842	4913.329	4031.39	5237.815	5203.978	3545.27	3309.597	3472.771	3633.295	3590.947	3633.067	3395.691	3174.157	4083.225	2283.214	2431.551	2573.893	2239.522	2070.29	2080.096	1958.686	1894.656	5829.454	4583.18	3704.035	3579.842
ENSG00000006740	3217.358	2999.137	2007.001	2669.294	2800.165	3352.839	2627.902	5065.88	3705.23	2658.205	3196.275	2958.571	3275	3082.245	2291.445	2474.853	2918.392	2646.802	3074.687	2619.12	3156.537	201.063	266.068	116.037	512.576	40.003	719	895.061	75.018	127	145	39	191
ENSG00000006744	13819.667	14177.493	13958.329	11336.392	16154.56	13484.404	18281.154	22587.877	15953.13	15063.902	13087.572	15827.935	12632.341	12850.514	13932.723	13764.046	13882.248	15406.786	11469.98	11243.133	15066.529	1616.882	2255.73	2337.285	2507.281	2122.113	2045.006	3777.975	2401.195	3241.918	6839.424	4801.998	4861.959
ENSG00000006747	105.999	112	44	100	34	33	19	148.005	220.001	19.004	86	79	30	27	27	86	101	81	35	42	54	95.481	66.237	621.849	31.827	7.936	16.445	38.952	27.555	212.999	613.206	43	518
ENSG00000006756	255	270	144.999	166	309	669.044	301	430.005	353	288	609.003	262.038	265	288	246	231.999	338.001	516	394	427	293	14	58	315.127	135.414	42	84.274	95.237	201.218	1748.056	1488.008	2344.074	1000.036
ENSG00000006757	1113.583	1129.03	736.001	1007.847	1014.44	1097.195	1230.998	1677.045	1290.999	1002.015	1477.195	927.856	1092.167	1148.314	833.01	637.001	894	845	1095.974	1010.003	988.308	174	214.887	150	153.683	163.774	145.752	194.001	170	638.767	569.023	700.094	304
ENSG00000006788	0	0	1	0	0	2	2	3	2	8	0	4	12	5	5	3	3	10	3	5	0	0	0	0	1.005	1	0	1	1	2	0	27	0
ENSG00000006831	7229.952	6383.016	5914.248	5853.739	6116.513	5424.467	6209.175	8312.159	6587.927	5595.811	6340.706	5750.151	5483.394	5338.371	4752.438	5719.612	5693.692	4991.881	5079.788	4187.871	5632.023	2951.666	2867.465	3070.211	3094.004	1662.02	2424.001	3002.881	2247.191	6201.476	6292.893	4872.867	4673.635
ENSG00000006837	211.316	147.008	79	195.012	195	211	201	278.001	208.163	154	143.999	140.011	163.153	155.999	78.948	82.001	111.003	82	99.999	65	111.001	44.999	59.001	55	53.01	18.999	60	33.001	26.002	153.064	118	145.001	70
ENSG00000007001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000007038	21	30.001	18	20	11	5	6	57	67.011	5	27	15	12	26	12	126.971	128.005	70	10	12	12	47.999	39	14	4	0	70	25	4	0	7	0	0
ENSG00000007047	6542.324	5965.569	3889.128	5838.768	6062.084	7280.19	5842.218	9694.986	6807.491	5425.801	7120.908	4888.521	5010.577	5462.457	3312.489	3877.271	3718.666	3423.909	4961.833	3699.093	4536.66	655.065	797.378	876.441	846.008	490.001	863.002	624.027	648.12	2638.131	3153.062	2858.089	2206.013
ENSG00000007062	8875.304	12532.253	12517.536	6687.252	11739.742	12271.238	10241.667	15510.27	13877.323	10342.106	10994.253	12156.836	9133.402	9009.973	10289.638	12043.309	11666.26	12043.047	11322.38	11096.744	12017.193	2.869	0	1	5.001	2	1	1	2	2	0	0	0
ENSG00000007080	6401.046	6161.395	4117.084	5251.99	6057.944	4934.37	5989.737	8256.456	5440.243	5959.626	5212.624	4729.922	5819.213	5209.682	5005.385	4889.168	4770.456	5819.669	4442.791	4708.2	5631.473	703.209	943.191	1025.861	999.403	824.689	870.007	1524.588	1086.516	2906.126	4881.807	3018.41	3763.806
ENSG00000007129	5	6	9	9	18	21.001	8	6	0	4	2	25	0	2	0	5	6	3	8	6	0	292.27	440	263.002	437.999	222.904	37.999	175.001	107.204	0	0	0	0
ENSG00000007168	10219.457	10506.309	10869.63	8058.919	10609.842	11832.114	10974.246	14253.903	10970.832	9483.271	13359.039	11206.289	9623.721	9826.55	9675.674	9257.262	10974.005	9726.474	10314.685	9022.832	10458.437	3718.984	3821.998	4293.739	4290.897	2794.36	3324.017	4003.034	3899.999	13555.523	22100.455	21102.779	16715.801
ENSG00000007171	435.029	595	344	311.448	270	377.864	206.828	372.036	441.005	89	323	376	71	70	97	184	196.342	236	69	115	100	4	2	3	0	1	1	0	1	3	0	0	0
ENSG00000007174	37	47	47	37	46	71	68	54	65	47	18	73	39	40	41	54	90	47	57	43	36.001	5	7.044	1	12.126	3.004	13.116	4	6.089	0	0	0	0
ENSG00000007202	11097.886	12391.329	11727.225	8528.122	13344.634	11548.634	16334.796	20832.681	14541.322	13813.856	11509.481	15310.478	10789.143	11683.207	13458.247	15037.81	15050.733	14759.768	11555.707	10602.072	14522.375	5862.189	5675.678	6526.288	6404.557	5702.692	4833.628	7923.475	5621.033	12730.465	20754.021	17804.972	16258.25
ENSG00000007216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	1	0	2	2	0	0	0	0	0	0	0
ENSG00000007237	1468.066	1358	641	1177.003	769	1490.186	738.427	1991	1872.01	889	1193.948	1149.987	1085.131	1207	701.094	1110.01	1453.174	1103.086	968.999	975.6	816	1854.169	1499.293	2629.242	3453.592	537.101	2280.406	1026.757	688.836	3660.559	1513.044	617	939
ENSG00000007255	2116.102	1718.948	847	2074.126	1448.777	1634.304	1479.999	1705.325	1217.92	1814.575	1816.767	1109.096	1706	1969.058	1093.597	711	793.338	917.233	1819.001	1386	1595.232	559.99	580.882	561.633	547.193	728	794.924	420	625.509	582	120	328.982	164.023
ENSG00000007264	1214.021	1376.235	1031	889.04	1000.999	958.215	1561	2278.959	1815.001	2333	1100	1333.445	1669.319	1301.056	1223.048	1072.169	1371.595	1526.2	2063.9	1980.924	2345.859	2	5	8	3	2	4	5	0	0	3	0	0
ENSG00000007306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	313	201.034	97.999	277.112	158.512	266.389	215.999	353.651	416.726	68	162.972	167.657	45.001	79.696	18	115.188	152.391	110.977	60	32.874	30	1549.685	2856.095	3337.298	2050.752	1441.577	2144.396	1375.314	1857.505	18	11	0	1
ENSG00000007314	1730.167	1472.152	1036	1391.007	1066.673	1089	790.001	1549.123	1240	522.001	2346.438	1451.001	695	620	431	690.32	588.008	630.011	585.144	576.164	772	11	21	19	51.888	46	24	16	21	4	0	0	2
ENSG00000007341	749.001	838.999	860.001	568.063	961.598	1227.028	1033.805	1461.881	1053.028	938.547	1033.018	862.048	879.012	808.115	831.975	506.017	496.2	486.999	796.407	636.886	808.002	153.841	221.174	273.823	246.221	153.861	176.335	226.473	174.494	1457.021	2225.261	1255.025	822.181
ENSG00000007350	7	3	1	6	1	10	3	1	3	4	0	1	0	1	0	1	0	2	6	1	0	0	2	3	8	0	0	1	0	0	0	0	0
ENSG00000007372	2	13	18	11	11.999	3	5	12	16	97	58.999	18	738	1310.385	1286.195	832.001	760.001	824.087	131.999	71.001	32	13.598	10.75	8	12.007	3	4.002	0	5	103.411	127.999	13	108
ENSG00000007376	1411.002	2629.303	3697.001	1238.128	2656.005	2598.853	4151.672	4357.485	3440.675	3412.684	3257.533	4035.043	2362.373	2315.48	3775.837	2878.162	3095.816	3227.135	1912.094	2468.693	2760.015	361.001	604	693.999	698.724	708.979	535.999	1140.303	636.953	790.28	1563.999	1034	889
ENSG00000007384	3999.126	3938.885	3816	3781.36	3781.477	3529.999	3558.34	5928.773	4574.658	5914.769	4677.231	3473.686	4713.166	5239.214	5128.235	4347.156	5710.094	5043.284	5141.271	4427.771	5262.606	29	53.451	74.001	73.001	22.999	20.999	23	46.001	3923.432	7338.665	4979.153	3787.122
ENSG00000007392	7781.752	7158.506	7996.258	6527.969	9567.611	9185.978	9984.146	14729.518	8867.237	11423.009	10001.249	7753.647	7910.526	8833.818	6971.541	7383.202	6807.161	5558.879	7777.387	5812.666	8336.844	1134.019	1445.515	1539.258	1608.793	776.999	1871.497	1576.331	1327.999	2520.209	3672.242	3585.816	3080.141
ENSG00000007402	5807.309	5626.174	4058.999	4831	4585.327	7899.348	3089.603	5611.686	4442.021	5056.319	10535.016	3516.045	4706.502	5050.869	3458.41	3370.562	3808	3570.207	4472.735	4214.668	4073.983	19	13.28	10	22.247	10.84	15	8	6	5	7	9	3
ENSG00000007516	914.999	846	620.999	935.001	797	1149	450.999	789.998	647.051	521.095	440.002	462.001	849	858.021	570	647.301	661.001	549	926.999	695.021	765.001	32.113	29.165	26.158	72.292	22.081	56.306	29.095	37.178	8	13	5	13
ENSG00000007520	4225.182	4943.012	4019.929	3219.183	4070.716	3376.092	4576.072	5353.198	4435.794	3516.088	3924.147	4421.676	3429.033	2917.513	3377.133	3507.479	3905.314	4493.007	2879.713	2818.295	3504.033	650.947	817.053	883.605	796.375	757.919	774.702	975.328	781.848	2114.083	3913.036	2396.624	2778.772
